variant	task	task_type	n_matched	task_size	coverage	mcc	f1	precision	fpr	tpr	tnr	auroc	auprc	precision_at_k	pauroc_01	pauroc_001	precision_at_k_k	n_samples	n_positive	n_negative	n_predicted_positive	errors	r2_log2	msl2e	rmsl2e	spearman
sensexamp-saureus	species_saureus	classification	2705	3200	0.8453125	0.6016819056436374	0.8601108033240997	0.8896848137535817	0.21300138312586445	0.8324396782841823	0.7869986168741355	0.8178362052662609	0.8862809177235543	0.98	0.5943900945783301	0.531331414841777	100.0	2215.0	1492.0	723.0	1396.0	0.0				
ampeppy	strain_abaumannii19606	classification	378	378	1.0	0.1596897933655957	0.8426073131955485	0.7549857549857549	0.86	0.9532374100719424	0.14	0.6943705035971224	0.8392011982021994	0.88	0.5323741007194245	0.5029102346263693	100.0	378.0	278.0	100.0	351.0	0.0				
amplify	strain_abaumannii19606	classification	378	378	1.0	0.02823586067895996	0.8385093167701864	0.7377049180327869	0.96	0.9712230215827338	0.04	0.7210431654676259	0.8746561007896783	0.92	0.5887921241953805	0.5300242218285673	100.0	378.0	278.0	100.0	366.0	0.0				
ampredictor	strain_abaumannii19606	classification	376	378	0.9947089947089947	0.17517940633808848	0.8893360160965795	0.8154981549815498	0.8928571428571429	0.9778761061946902	0.10714285714285714	0.5956858407079646	0.8472451204147107	0.86	0.5240867655865327	0.5019344510161426	100.0	282.0	226.0	56.0	271.0	0.0				
ampredmfa	strain_abaumannii19606	classification	378	378	1.0	0.0858720286533385	0.8488549618320611	0.7374005305039788	0.99	1.0	0.01	0.5339028776978417	0.7573337950564781	0.81	0.5101963541948397	0.5009735212547837	100.0	378.0	278.0	100.0	377.0	0.0				
ampscanner	strain_abaumannii19606	classification	322	378	0.8518518518518519	0.20853564192078292	0.8884955752212389	0.8122977346278317	0.8787878787878788	0.98046875	0.12121212121212122	0.7582267992424243	0.9123488686212597	0.96	0.609722993563454	0.5110906092964824	100.0	322.0	256.0	66.0	309.0	0.0				
apex-abaumannii	strain_abaumannii19606	classification	373	378	0.9867724867724867	0.38014994440124006	0.6666666666666666	0.95	0.08163265306122448	0.5135135135135135	0.9183673469387755	0.7276613348041919	0.8902519670166792	0.85	0.6089644961825413	0.5653945402689121	100.0	197.0	148.0	49.0	80.0	0.0				
apex-ecoli	strain_abaumannii19606	classification	373	378	0.9867724867724867	0.14276152930547237	0.4025974025974026	0.8611111111111112	0.125	0.2627118644067797	0.875	0.6845338983050847	0.8573891641616298	0.85	0.5807314897413024	0.5400732475939017	100.0	158.0	118.0	40.0	36.0	0.0				
apex-kpneumoniae	strain_abaumannii19606	classification	373	378	0.9867724867724867	0.0	0.0	0.0	0.0	0.0	1.0	0.45226164680390035	0.6855544429518395	0.63	0.47913696755431373	0.4999033629686896	100.0	279.0	208.0	71.0	0.0	0.0				
apex-min	strain_abaumannii19606	classification	373	378	0.9867724867724867	0.24827129648874777	0.8023255813953488	0.8263473053892215	0.5178571428571429	0.7796610169491526	0.48214285714285715	0.686541565778854	0.8717187065088027	0.85	0.5769083726264814	0.5542685177298924	100.0	233.0	177.0	56.0	167.0	0.0				
apex-paeruginosa	strain_abaumannii19606	classification	373	378	0.9867724867724867	0.10265960392886618	0.08284023668639054	1.0	0.0	0.043209876543209874	1.0	0.5862962962962963	0.8050139751517127	0.78	0.5256660168940871	0.531608660586885	100.0	212.0	162.0	50.0	7.0	0.0				
apex-saureus	strain_abaumannii19606	classification	373	378	0.9867724867724867	-0.039710635802043266	0.010471204188481676	0.5	0.01282051282051282	0.005291005291005291	0.9871794871794872	0.42361959028625695	0.6428733916055723	0.58	0.4893215945847525	0.5001462338145756	100.0	267.0	189.0	78.0	2.0	0.0				
deep-amp-cnn-gramneg	strain_abaumannii19606	classification	372	378	0.9841269841269841	0.33306658503035824	0.8717948717948718	0.8095238095238095	0.6956521739130435	0.9444444444444444	0.30434782608695654	0.5695786366076221	0.747190197250513	0.77	0.4805703873209594	0.49748743718592964	100.0	285.0	216.0	69.0	252.0	0.0				
deep-amp-cnn-grampos	strain_abaumannii19606	classification	372	378	0.9841269841269841	0.19964493213751766	0.8552188552188552	0.7604790419161677	0.8791208791208791	0.9769230769230769	0.12087912087912088	0.3856720202874049	0.6562434984638199	0.55	0.48207056101792944	0.4994201778121376	100.0	351.0	260.0	91.0	334.0	0.0				
deep-amp-lstm-gramneg	strain_abaumannii19606	classification	372	378	0.9841269841269841	0.1893105085970352	0.8165680473372781	0.7638376383763837	0.7191011235955056	0.8771186440677966	0.2808988764044944	0.5716054084936203	0.7645452602852025	0.75	0.5140274033016268	0.49961672770632826	100.0	325.0	236.0	89.0	271.0	0.0				
deep-amp-lstm-grampos	strain_abaumannii19606	classification	372	378	0.9841269841269841	0.016140919778879447	0.8071570576540755	0.7689393939393939	0.8356164383561644	0.8493723849372385	0.1643835616438356	0.5407233335243882	0.791113067030556	0.79	0.5054797537202897	0.5122053783562163	100.0	312.0	239.0	73.0	264.0	0.0				
example-model	strain_abaumannii19606	classification	378	378	1.0	0.011299600295388767	0.591792656587473	0.7405405405405405	0.48	0.49280575539568344	0.52	0.4835071942446043	0.7211998367681736	0.71	0.49460431654676257	0.49748743718592964	100.0	378.0	278.0	100.0	185.0	0.0				
hydramp-amp-classifier	strain_abaumannii19606	classification	305	378	0.8068783068783069	0.09514547536643907	0.8544061302681992	0.7663230240549829	0.918918918918919	0.9653679653679653	0.08108108108108109	0.6527144027144027	0.8335971695544653	0.82	0.5311312679733732	0.5020774870021101	100.0	305.0	231.0	74.0	291.0	0.0				
hydramp-mic-classifier	strain_abaumannii19606	classification	305	378	0.8068783068783069	0.2009226601703137	0.8235294117647058	0.8	0.6621621621621622	0.8484848484848485	0.33783783783783783	0.7173277173277173	0.8791606520912956	0.92	0.5759053653790496	0.5105397115447367	100.0	305.0	231.0	74.0	245.0	0.0				
mbc-attention	strain_abaumannii19606	classification	375	378	0.9920634920634921	0.398613916239128	0.904862579281184	0.84251968503937	0.7142857142857143	0.9771689497716894	0.2857142857142857	0.6873776908023483	0.897589498553328	0.88	0.6148762316750781	0.5709139303825062	100.0	275.0	219.0	56.0	254.0	0.0				
mole-amp	strain_abaumannii19606	classification	378	378	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.7354497354497355	0.66	0.5	0.5	100.0	378.0	278.0	100.0	0.0	0.0				
sensexamp-classifier	strain_abaumannii19606	classification	305	378	0.8068783068783069	0.13644434968360603	0.8646616541353384	0.7641196013289037	0.9594594594594594	0.9956709956709957	0.04054054054054054	0.6069381069381069	0.8341109890687328	0.84	0.5516432358537622	0.514890469664339	100.0	305.0	231.0	74.0	301.0	0.0				
sensexamp-ecoli	strain_abaumannii19606	classification	305	378	0.8068783068783069	0.044542115879414194	0.8368794326241135	0.7901785714285714	0.8545454545454545	0.8894472361809045	0.14545454545454545	0.7266331658291458	0.9174432005453321	0.96	0.6693996297275853	0.6262720638367718	100.0	254.0	199.0	55.0	224.0	0.0				
sensexamp-saureus	strain_abaumannii19606	classification	305	378	0.8068783068783069	0.26193336761640834	0.791907514450867	0.8726114649681529	0.4166666666666667	0.7248677248677249	0.5833333333333334	0.6699735449735449	0.8959991094841571	0.9	0.5826371484266222	0.5506633697588471	100.0	237.0	189.0	48.0	157.0	0.0				
ampeppy	strain_ecoli25922	classification	1962	1962	1.0	0.18415749768580886	0.8420074349442379	0.762198541783511	0.8201160541586073	0.9404844290657439	0.17988394584139264	0.6484408987169791	0.8120735015212374	0.79	0.5153873738176098	0.5087862226138086	100.0	1962.0	1445.0	517.0	1783.0	0.0				
amplify	strain_ecoli25922	classification	1962	1962	1.0	0.13457114007503923	0.8429048921300517	0.7513542795232936	0.8878143133462283	0.9598615916955018	0.11218568665377177	0.6209613621304706	0.7944524433899105	0.83	0.5111881689995974	0.49979616940043015	100.0	1962.0	1445.0	517.0	1846.0	0.0				
ampredictor	strain_ecoli25922	classification	1959	1962	0.9984709480122325	0.5620178190583529	0.9367507234394378	0.8977812995245642	0.5397489539748954	0.9792566983578219	0.4602510460251046	0.7991812615948765	0.9379782190962755	0.99	0.5768411383691887	0.531602748902165	100.0	1396.0	1157.0	239.0	1262.0	0.0				
ampredmfa	strain_ecoli25922	classification	1962	1962	1.0	0.07556354145797961	0.8492506611813107	0.7379979570990807	0.9922630560928434	1.0	0.007736943907156673	0.5386934202512499	0.7597213399893836	0.77	0.5062664743264097	0.5005983065939789	100.0	1962.0	1445.0	517.0	1958.0	0.0				
ampscanner	strain_ecoli25922	classification	1785	1962	0.9097859327217125	0.18125942564735362	0.8471060555369689	0.7540202501488982	0.8694736842105263	0.966412213740458	0.13052631578947368	0.7025480112494978	0.8412717027338205	0.81	0.5367604472666747	0.5035097914475719	100.0	1785.0	1310.0	475.0	1679.0	0.0				
apex-abaumannii	strain_ecoli25922	classification	1953	1962	0.9954128440366973	0.27360991969426646	0.5837063563115488	0.8763440860215054	0.1498371335504886	0.4375838926174497	0.8501628664495114	0.6543033906827275	0.8232756654187461	0.89	0.5589661691118687	0.5136867469191266	100.0	1052.0	745.0	307.0	372.0	0.0				
apex-ecoli	strain_ecoli25922	classification	1953	1962	0.9954128440366973	0.26482709169711144	0.4200913242009132	0.9387755102040817	0.040268456375838924	0.27058823529411763	0.959731543624161	0.6432441768653769	0.82379152730431	0.95	0.6035177758846386	0.5243043087526063	100.0	978.0	680.0	298.0	196.0	0.0				
apex-kpneumoniae	strain_ecoli25922	classification	1953	1962	0.9954128440366973	0.05093637654124962	0.018957345971563982	1.0	0.0	0.009569377990430622	1.0	0.5158590691605045	0.7401919985531523	0.69	0.4979968407316682	0.5066739900958842	100.0	1430.0	1045.0	385.0	10.0	0.0				
apex-min	strain_ecoli25922	classification	1953	1962	0.9954128440366973	0.25707185085044953	0.8034744842562432	0.8390022675736961	0.4930555555555556	0.7708333333333334	0.5069444444444444	0.6861979166666666	0.865548389604917	0.9	0.5532864278752436	0.5071640028847944	100.0	1248.0	960.0	288.0	882.0	0.0				
apex-paeruginosa	strain_ecoli25922	classification	1953	1962	0.9954128440366973	0.10160887308833626	0.057291666666666664	1.0	0.0	0.029490616621983913	1.0	0.5482504983845466	0.7105813233698726	0.79	0.528189932451256	0.5173675485421885	100.0	1136.0	746.0	390.0	22.0	0.0				
apex-saureus	strain_ecoli25922	classification	1953	1962	0.9954128440366973	-0.024496782221809746	0.04812319538017324	0.6410256410256411	0.033816425120772944	0.025	0.966183574879227	0.5165386473429951	0.7061930127889695	0.71	0.49749809305873377	0.4980069429271964	100.0	1414.0	1000.0	414.0	39.0	0.0				
deep-amp-cnn-gramneg	strain_ecoli25922	classification	1949	1962	0.9933741080530072	0.3762397736405385	0.8874950999607997	0.8341930729550479	0.6578947368421053	0.948073701842546	0.34210526315789475	0.7339915954039202	0.8799478779393585	0.91	0.5491796728590114	0.49891000941014296	100.0	1536.0	1194.0	342.0	1357.0	0.0				
deep-amp-cnn-grampos	strain_ecoli25922	classification	1949	1962	0.9933741080530072	0.21773083928079787	0.8733135899967095	0.7903513996426444	0.8627450980392157	0.975735294117647	0.13725490196078433	0.5905763408304499	0.7957476782326467	0.74	0.49683573119650337	0.4987154631287928	100.0	1768.0	1360.0	408.0	1679.0	0.0				
deep-amp-lstm-gramneg	strain_ecoli25922	classification	1949	1962	0.9933741080530072	0.25942425853487405	0.8259274357929066	0.7963836477987422	0.6196172248803827	0.8577476714648603	0.3803827751196172	0.6453374603470419	0.7999441990292049	0.81	0.5125519457216385	0.49776431595034837	100.0	1599.0	1181.0	418.0	1272.0	0.0				
deep-amp-lstm-grampos	strain_ecoli25922	classification	1949	1962	0.9933741080530072	0.37908038809952	0.8451986754966887	0.8396381578947368	0.4767726161369193	0.8508333333333333	0.5232273838630807	0.7283333333333333	0.8621562470822038	0.9	0.5374919572770557	0.5085410753850753	100.0	1609.0	1200.0	409.0	1216.0	0.0				
example-model	strain_ecoli25922	classification	1962	1962	1.0	-0.010523611125034225	0.5972961900860303	0.7319277108433735	0.5164410058027079	0.5044982698961937	0.4835589941972921	0.4847764250768005	0.7356143246069731	0.75	0.5006092262105003	0.5039509219109274	100.0	1962.0	1445.0	517.0	996.0	0.0				
hydramp-amp-classifier	strain_ecoli25922	classification	1630	1962	0.8307849133537207	0.2042432771898118	0.8446745562130178	0.7523056653491436	0.8468468468468469	0.9629005059021922	0.15315315315315314	0.6855373501663552	0.8271850699376422	0.85	0.5325736004931887	0.5033105762469274	100.0	1630.0	1186.0	444.0	1518.0	0.0				
hydramp-mic-classifier	strain_ecoli25922	classification	1630	1962	0.8307849133537207	0.5556128991807135	0.88107202680067	0.8752079866888519	0.33783783783783783	0.8870151770657673	0.6621621621621622	0.8438140923385443	0.9180831901956246	0.94	0.6427520535535092	0.5073433191510933	100.0	1630.0	1186.0	444.0	1202.0	0.0				
mbc-attention	strain_ecoli25922	classification	1957	1962	0.9974515800203874	0.5717246398197532	0.9208386820710313	0.8834154351395731	0.47333333333333333	0.9615728328865059	0.5266666666666666	0.8441912421805183	0.9453811534251219	1.0	0.6440901180565355	0.5651477524650359	100.0	1419.0	1119.0	300.0	1218.0	0.0				
mole-amp	strain_ecoli25922	classification	1962	1962	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.736493374108053	0.42	0.5	0.5	100.0	1962.0	1445.0	517.0	0.0	0.0				
sensexamp-classifier	strain_ecoli25922	classification	1627	1962	0.8292558613659531	0.16163948900072106	0.8465149873600578	0.7394321766561515	0.9322799097065463	0.9898648648648649	0.06772009029345373	0.7032956347995851	0.8501784523800353	0.93	0.5560595272116599	0.5136192063974316	100.0	1627.0	1184.0	443.0	1585.0	0.0				
sensexamp-ecoli	strain_ecoli25922	classification	1627	1962	0.8292558613659531	0.4753708652448752	0.8913461538461539	0.8753541076487252	0.45674740484429066	0.9079333986287953	0.5432525951557093	0.8072349179344492	0.9311178010957001	0.98	0.6506347935389243	0.53024359467169	100.0	1310.0	1021.0	289.0	1059.0	0.0				
sensexamp-saureus	strain_ecoli25922	classification	1627	1962	0.8292558613659531	0.4649012032229638	0.8195179306290418	0.8935897435897436	0.24702380952380953	0.756786102062975	0.7529761904761905	0.7682449201178843	0.8898484807507336	0.95	0.5739518448673258	0.5282757825111286	100.0	1257.0	921.0	336.0	780.0	0.0				
ampeppy	strain_kpneumoniae700603	classification	329	329	1.0	-0.01852195034693743	0.75049115913556	0.6474576271186441	0.9043478260869565	0.8925233644859814	0.09565217391304348	0.5575985371800081	0.6641603270055414	0.67	0.4891892469898843	0.49748743718592964	100.0	329.0	214.0	115.0	295.0	0.0				
amplify	strain_kpneumoniae700603	classification	329	329	1.0	-0.006614604972262156	0.775894538606403	0.6498422712933754	0.9652173913043478	0.9626168224299065	0.034782608695652174	0.6284030881755384	0.7547785813428833	0.78	0.5276845099339165	0.5162729535528108	100.0	329.0	214.0	115.0	317.0	0.0				
ampredictor	strain_kpneumoniae700603	classification	329	329	1.0	0.3951554290308467	0.8831168831168831	0.8018867924528302	0.7368421052631579	0.9826589595375722	0.2631578947368421	0.7326843119359092	0.8727288969314766	0.85	0.5560928484887302	0.5178203154500828	100.0	230.0	173.0	57.0	212.0	0.0				
ampredmfa	strain_kpneumoniae700603	classification	329	329	1.0	0.0	0.7882136279926335	0.6504559270516718	1.0	1.0	0.0	0.5555262088581878	0.6973018027332797	0.73	0.5185686178061978	0.5017728831071244	100.0	329.0	214.0	115.0	329.0	0.0				
ampscanner	strain_kpneumoniae700603	classification	292	329	0.8875379939209727	0.026235050734125746	0.8139059304703476	0.6933797909407665	0.9777777777777777	0.9851485148514851	0.022222222222222223	0.659103410341034	0.8195019127360592	0.85	0.6028747611603266	0.5111075177869546	100.0	292.0	202.0	90.0	287.0	0.0				
apex-abaumannii	strain_kpneumoniae700603	classification	328	329	0.9969604863221885	0.3157522277000882	0.6595744680851063	0.8493150684931506	0.2037037037037037	0.5391304347826087	0.7962962962962963	0.6502415458937199	0.8030029236108218	0.72	0.5525044495296212	0.5237054839414463	100.0	169.0	115.0	54.0	73.0	0.0				
apex-ecoli	strain_kpneumoniae700603	classification	328	329	0.9969604863221885	0.20759307377886393	0.43859649122807015	0.8064516129032258	0.12	0.30120481927710846	0.88	0.5583132530120481	0.6850114790606948	0.65	0.5142675967025999	0.5035418054126052	100.0	133.0	83.0	50.0	31.0	0.0				
apex-kpneumoniae	strain_kpneumoniae700603	classification	328	329	0.9969604863221885	-0.017521013709331294	0.037037037037037035	0.6	0.024390243902439025	0.01910828025477707	0.975609756097561	0.43941276992387757	0.6077953876546867	0.59	0.4860305961423677	0.49748743718592964	100.0	239.0	157.0	82.0	5.0	0.0				
apex-min	strain_kpneumoniae700603	classification	328	329	0.9969604863221885	0.21861111111111112	0.7986111111111112	0.7986111111111112	0.58	0.7986111111111112	0.42	0.6515277777777778	0.8027833209501603	0.82	0.5021929824561403	0.49748743718592964	100.0	194.0	144.0	50.0	144.0	0.0				
apex-paeruginosa	strain_kpneumoniae700603	classification	328	329	0.9969604863221885	0.16095714791934423	0.11382113821138211	1.0	0.0	0.0603448275862069	1.0	0.5152439024390244	0.64246272522082	0.57	0.5415209596742065	0.5364754808525386	100.0	198.0	116.0	82.0	7.0	0.0				
apex-saureus	strain_kpneumoniae700603	classification	328	329	0.9969604863221885	-0.14271933959535857	0.052980132450331126	0.3333333333333333	0.09523809523809523	0.02877697841726619	0.9047619047619048	0.4325967797190819	0.5551443029238691	0.56	0.4784623429076288	0.49748743718592964	100.0	223.0	139.0	84.0	12.0	0.0				
deep-amp-cnn-gramneg	strain_kpneumoniae700603	classification	326	329	0.9908814589665653	0.30472383655289115	0.81	0.6982758620689655	0.7692307692307693	0.9642857142857143	0.23076923076923078	0.657182103610675	0.7190655735557687	0.77	0.4975763584786141	0.49748743718592964	100.0	259.0	168.0	91.0	232.0	0.0				
deep-amp-cnn-grampos	strain_kpneumoniae700603	classification	326	329	0.9908814589665653	0.1551926736306614	0.8114754098360656	0.6971830985915493	0.8958333333333334	0.9705882352941176	0.10416666666666667	0.5158292483660131	0.6604684183297257	0.65	0.4888953388372893	0.4999507340624692	100.0	300.0	204.0	96.0	284.0	0.0				
deep-amp-lstm-gramneg	strain_kpneumoniae700603	classification	326	329	0.9908814589665653	0.2182912285083635	0.7795823665893271	0.6885245901639344	0.7307692307692307	0.8983957219251337	0.2692307692307692	0.5687474290415467	0.707279756398268	0.67	0.5312195544393686	0.5118537979903631	100.0	291.0	187.0	104.0	244.0	0.0				
deep-amp-lstm-grampos	strain_kpneumoniae700603	classification	326	329	0.9908814589665653	0.3390128031854225	0.7969924812030075	0.7464788732394366	0.5454545454545454	0.8548387096774194	0.45454545454545453	0.6896383186705768	0.7853962800231513	0.79	0.5381946230842666	0.5082941589668774	100.0	285.0	186.0	99.0	213.0	0.0				
example-model	strain_kpneumoniae700603	classification	329	329	1.0	-0.07447549719415689	0.5552699228791774	0.6171428571428571	0.5826086956521739	0.5046728971962616	0.41739130434782606	0.43053636733035344	0.6248774523609935	0.61	0.5002031694433157	0.5095346705081686	100.0	329.0	214.0	115.0	175.0	0.0				
hydramp-amp-classifier	strain_kpneumoniae700603	classification	285	329	0.8662613981762918	0.10611101840204587	0.7814569536423841	0.6579925650557621	0.9108910891089109	0.9619565217391305	0.0891089108910891	0.6417348256564788	0.742002489942553	0.73	0.523585653759884	0.5098448819647095	100.0	285.0	184.0	101.0	269.0	0.0				
hydramp-mic-classifier	strain_kpneumoniae700603	classification	285	329	0.8662613981762918	0.4425356930585894	0.8205128205128205	0.7766990291262136	0.45544554455445546	0.8695652173913043	0.5445544554455446	0.7926442100731813	0.8701518849514635	0.9	0.6354815687518409	0.5172266844337918	100.0	285.0	184.0	101.0	206.0	0.0				
mbc-attention	strain_kpneumoniae700603	classification	329	329	1.0	0.5361469679298076	0.8988235294117647	0.8197424892703863	0.6268656716417911	0.9947916666666666	0.373134328358209	0.8280472636815921	0.9333878633150094	0.95	0.7065658549358471	0.6859296482412061	100.0	259.0	192.0	67.0	233.0	0.0				
mole-amp	strain_kpneumoniae700603	classification	329	329	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.6504559270516718	0.55	0.5	0.5	100.0	329.0	214.0	115.0	0.0	0.0				
sensexamp-classifier	strain_kpneumoniae700603	classification	285	329	0.8662613981762918	0.12449161731665598	0.7887931034482759	0.6535714285714286	0.9603960396039604	0.9945652173913043	0.039603960396039604	0.617816401205338	0.7774093716776113	0.76	0.5916974420554184	0.5565970186706238	100.0	285.0	184.0	101.0	280.0	0.0				
sensexamp-ecoli	strain_kpneumoniae700603	classification	285	329	0.8662613981762918	0.20475367426014782	0.7976190476190477	0.7528089887640449	0.6666666666666666	0.8481012658227848	0.3333333333333333	0.7566168009205984	0.8877568895979566	0.87	0.6617406577433227	0.5292920297690986	100.0	224.0	158.0	66.0	178.0	0.0				
sensexamp-saureus	strain_kpneumoniae700603	classification	285	329	0.8662613981762918	0.24908368853146962	0.754325259515571	0.7898550724637681	0.4603174603174603	0.7218543046357616	0.5396825396825397	0.6572059287291075	0.8285551916689121	0.82	0.5598820450685211	0.560717494758561	100.0	214.0	151.0	63.0	138.0	0.0				
ampeppy	strain_paeruginosa27853	classification	1091	1091	1.0	0.1681910151590828	0.7825574543311726	0.6653306613226453	0.8520408163265306	0.949928469241774	0.14795918367346939	0.6498131441417768	0.7205031807618612	0.63	0.49715836187648765	0.5054577139588339	100.0	1091.0	699.0	392.0	998.0	0.0				
amplify	strain_paeruginosa27853	classification	1091	1091	1.0	0.15577528552681977	0.7824561403508772	0.6617210682492581	0.8724489795918368	0.9570815450643777	0.12755102040816327	0.6610062479927594	0.7423631770383667	0.74	0.5154232915212618	0.5039135416066053	100.0	1091.0	699.0	392.0	1011.0	0.0				
ampredictor	strain_paeruginosa27853	classification	1089	1091	0.998166819431714	0.33896855411862165	0.883054892601432	0.8173784977908689	0.7251461988304093	0.9602076124567474	0.27485380116959063	0.7182864890022056	0.8832245088707507	0.91	0.5567228031835187	0.5418267809636418	100.0	749.0	578.0	171.0	679.0	0.0				
ampredmfa	strain_paeruginosa27853	classification	1091	1091	1.0	0.04763825674619784	0.781390134529148	0.6423963133640553	0.9897959183673469	0.9971387696709585	0.01020408163265306	0.5414641178359756	0.6750602460374321	0.58	0.5101573676680973	0.5009697989230847	100.0	1091.0	699.0	392.0	1085.0	0.0				
ampscanner	strain_paeruginosa27853	classification	968	1091	0.8872593950504125	0.18580458816778533	0.7749667110519307	0.6466666666666666	0.8688524590163934	0.9667774086378738	0.13114754098360656	0.7283122742043824	0.7890458748535499	0.84	0.5655062834031489	0.5062543687671348	100.0	968.0	602.0	366.0	900.0	0.0				
apex-abaumannii	strain_paeruginosa27853	classification	1083	1091	0.9926672777268561	0.3599292694791045	0.627151051625239	0.8159203980099502	0.15879828326180256	0.5093167701863354	0.8412017167381974	0.7064617599232266	0.7674722489831345	0.86	0.5805664562600754	0.5101865524139236	100.0	555.0	322.0	233.0	201.0	0.0				
apex-ecoli	strain_paeruginosa27853	classification	1083	1091	0.9926672777268561	0.29371305772434503	0.43342036553524804	0.8736842105263158	0.05581395348837209	0.2881944444444444	0.9441860465116279	0.6897609819121446	0.7414555760540562	0.85	0.5796783625730995	0.5068202770960747	100.0	503.0	288.0	215.0	95.0	0.0				
apex-kpneumoniae	strain_paeruginosa27853	classification	1083	1091	0.9926672777268561	-0.016051380101612077	0.008113590263691683	0.5	0.00641025641025641	0.00408997955010225	0.9935897435897436	0.4890147344135074	0.6017628559558679	0.6	0.5001090109259305	0.49929238241967533	100.0	801.0	489.0	312.0	4.0	0.0				
apex-min	strain_paeruginosa27853	classification	1083	1091	0.9926672777268561	0.40610754722929965	0.8266384778012685	0.785140562248996	0.49767441860465117	0.8727678571428571	0.5023255813953489	0.7430647840531561	0.8206016297604871	0.86	0.540921708340619	0.5031740930566454	100.0	663.0	448.0	215.0	498.0	0.0				
apex-paeruginosa	strain_paeruginosa27853	classification	1083	1091	0.9926672777268561	0.13585801888620755	0.07006369426751592	1.0	0.0	0.036303630363036306	1.0	0.5876445260420082	0.5976018037510802	0.64	0.5314773722056765	0.5202006140245959	100.0	605.0	303.0	302.0	11.0	0.0				
apex-saureus	strain_paeruginosa27853	classification	1083	1091	0.9926672777268561	-0.09872808240741213	0.020703933747412008	0.2777777777777778	0.040880503144654086	0.010752688172043012	0.9591194968553459	0.5624129302765943	0.6234436095208933	0.65	0.4990478834538161	0.49748743718592964	100.0	783.0	465.0	318.0	18.0	0.0				
deep-amp-cnn-gramneg	strain_paeruginosa27853	classification	1080	1091	0.9899175068744271	0.33583680234614316	0.8420279206465834	0.75	0.7318007662835249	0.9597989949748744	0.2681992337164751	0.7084015222985939	0.8067087820559694	0.82	0.5258709356421146	0.49943857281620435	100.0	858.0	597.0	261.0	764.0	0.0				
deep-amp-cnn-grampos	strain_paeruginosa27853	classification	1080	1091	0.9899175068744271	0.1259398961033289	0.8060263653483992	0.6895810955961332	0.9116719242902208	0.9697885196374623	0.08832807570977919	0.6343362528233915	0.7496069336018929	0.77	0.5127765519185519	0.49997301306344927	100.0	979.0	662.0	317.0	931.0	0.0				
deep-amp-lstm-gramneg	strain_paeruginosa27853	classification	1080	1091	0.9899175068744271	0.2909373203566157	0.7932875667429443	0.7084468664850136	0.6666666666666666	0.901213171577123	0.3333333333333333	0.606143064621498	0.6970591632179908	0.68	0.5099659773187808	0.49940017390439456	100.0	898.0	577.0	321.0	734.0	0.0				
deep-amp-lstm-grampos	strain_paeruginosa27853	classification	1080	1091	0.9899175068744271	0.3463528598932361	0.7964601769911505	0.7568807339449541	0.5162337662337663	0.8404074702886248	0.4837662337662338	0.7232983485105726	0.8209735855389809	0.85	0.5646838194421073	0.5357356978706511	100.0	897.0	589.0	308.0	654.0	0.0				
example-model	strain_paeruginosa27853	classification	1091	1091	1.0	-0.007732942276343556	0.5616	0.6370235934664247	0.5102040816326531	0.5021459227467812	0.4897959183673469	0.4939436074859129	0.6485903901048137	0.64	0.502767110910323	0.501115545318781	100.0	1091.0	699.0	392.0	551.0	0.0				
hydramp-amp-classifier	strain_paeruginosa27853	classification	894	1091	0.8194317140238313	0.12929718688722175	0.7690100430416069	0.6419161676646706	0.8925373134328358	0.9588550983899821	0.10746268656716418	0.6669398980055001	0.7578366930828534	0.85	0.5549111611699529	0.5136286054736342	100.0	894.0	559.0	335.0	835.0	0.0				
hydramp-mic-classifier	strain_paeruginosa27853	classification	894	1091	0.8194317140238313	0.4446427354738719	0.8126561199000832	0.7601246105919003	0.4597014925373134	0.8729874776386404	0.5402985074626866	0.7810989773849892	0.8318356175201019	0.89	0.606552493159848	0.5036861610270131	100.0	894.0	559.0	335.0	642.0	0.0				
mbc-attention	strain_paeruginosa27853	classification	1085	1091	0.9945004582951421	0.5056046592454545	0.8817021276595745	0.8081123244929798	0.5801886792452831	0.9700374531835206	0.419811320754717	0.7677372623842837	0.8792664387488338	0.95	0.5996470400083311	0.5406152378740569	100.0	746.0	534.0	212.0	641.0	0.0				
mole-amp	strain_paeruginosa27853	classification	1091	1091	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.6406966086159487	0.25	0.5	0.5	100.0	1091.0	699.0	392.0	0.0	0.0				
sensexamp-classifier	strain_paeruginosa27853	classification	892	1091	0.8175985334555453	0.10003202326329276	0.7710674157303371	0.6339491916859122	0.9491017964071856	0.9838709677419355	0.05089820359281437	0.6829700813426909	0.7789590690539948	0.84	0.5656282228977246	0.5194675758980769	100.0	892.0	558.0	334.0	866.0	0.0				
sensexamp-ecoli	strain_paeruginosa27853	classification	892	1091	0.8175985334555453	0.3916429748914669	0.8358778625954199	0.7807486631016043	0.5565610859728507	0.8993839835728953	0.4434389140271493	0.755823352876137	0.8602481530669559	0.94	0.5826472813268828	0.535124403456886	100.0	708.0	487.0	221.0	561.0	0.0				
