variant	task	task_type	n_matched	task_size	coverage	mcc	f1	precision	fpr	tpr	tnr	auroc	auprc	precision_at_k	pauroc_01	pauroc_001	precision_at_k_k	n_samples	n_positive	n_negative	n_predicted_positive	errors	r2_log2	msl2e	rmsl2e	spearman
sensexamp-saureus	strain_paeruginosa27853	classification	892	1091	0.8175985334555453	0.457322172856336	0.7934272300469484	0.8304668304668305	0.28870292887029286	0.7595505617977528	0.7112970711297071	0.744657044802783	0.8275880070900092	0.87	0.5665311555886566	0.5123046004315215	100.0	684.0	445.0	239.0	407.0	0.0				
ampeppy	strain_saureus25923	classification	1249	1249	1.0	0.21943178076852307	0.8218362282878412	0.7156439066551427	0.8414322250639387	0.965034965034965	0.1585677749360614	0.6216279457967437	0.7443074867960375	0.68	0.5019282776719848	0.5007984032743379	100.0	1249.0	858.0	391.0	1157.0	0.0				
amplify	strain_saureus25923	classification	1249	1249	1.0	0.20776967126341264	0.8232421875	0.7084033613445379	0.887468030690537	0.9825174825174825	0.11253196930946291	0.6539892332731208	0.7643370371580401	0.76	0.5089128128568161	0.5020170873863892	100.0	1249.0	858.0	391.0	1190.0	0.0				
ampredictor	strain_saureus25923	classification	1247	1249	0.9983987189751802	0.3232413475270828	0.8804861580013504	0.800982800982801	0.7864077669902912	0.9775112443778111	0.21359223300970873	0.5942999374099358	0.7835726287221323	0.75	0.49464460411592875	0.49865044059908864	100.0	873.0	667.0	206.0	814.0	0.0				
ampredmfa	strain_saureus25923	classification	1249	1249	1.0	0.0726870212173667	0.8155893536121673	0.6886035313001605	0.9923273657289002	1.0	0.0076726342710997444	0.5983179224867204	0.731486920557457	0.66	0.49859148948217774	0.49986551909628835	100.0	1249.0	858.0	391.0	1246.0	0.0				
ampscanner	strain_saureus25923	classification	1079	1249	0.8638911128903123	0.1914935819147121	0.8011627906976744	0.6828543111992071	0.8695652173913043	0.9690576652601969	0.13043478260869565	0.6850577875619153	0.781386073888161	0.81	0.5405019993659014	0.5038670250650861	100.0	1079.0	711.0	368.0	1009.0	0.0				
apex-abaumannii	strain_saureus25923	classification	1244	1249	0.9959967974379503	0.35791339032863595	0.6442166910688141	0.8695652173913043	0.14537444933920704	0.5116279069767442	0.8546255506607929	0.7283065259706998	0.8277092669711105	0.89	0.5785645344793189	0.5194958503201388	100.0	657.0	430.0	227.0	253.0	0.0				
apex-ecoli	strain_saureus25923	classification	1244	1249	0.9959967974379503	0.3709302216104645	0.5543071161048689	0.9192546583850931	0.05752212389380531	0.3967828418230563	0.9424778761061947	0.7171700396213433	0.8290654375700925	0.97	0.6557700688409914	0.5665890247460225	100.0	599.0	373.0	226.0	161.0	0.0				
apex-kpneumoniae	strain_saureus25923	classification	1244	1249	0.9959967974379503	0.09435606220367215	0.04835924006908463	1.0	0.0	0.024778761061946902	1.0	0.5607469141106052	0.6868547537059377	0.67	0.503773610501897	0.5111422162218717	100.0	874.0	565.0	309.0	14.0	0.0				
apex-min	strain_saureus25923	classification	1244	1249	0.9959967974379503	0.3513103003507057	0.8240963855421687	0.8181818181818182	0.4830508474576271	0.8300970873786407	0.5169491525423728	0.7492869288574406	0.8764404503643335	0.95	0.587313684903389	0.5182979788416053	100.0	854.0	618.0	236.0	627.0	0.0				
apex-paeruginosa	strain_saureus25923	classification	1244	1249	0.9959967974379503	0.10112087423226056	0.0761904761904762	0.8888888888888888	0.007017543859649123	0.03980099502487562	0.9929824561403509	0.5980885048442	0.685945641861857	0.78	0.5453021136239394	0.515338760661999	100.0	687.0	402.0	285.0	18.0	0.0				
apex-saureus	strain_saureus25923	classification	1244	1249	0.9959967974379503	0.18199776965975498	0.15026833631484796	1.0	0.0	0.08123791102514506	1.0	0.6370557024470747	0.7480558047926721	0.84	0.5601068577429057	0.5435151969335673	100.0	844.0	517.0	327.0	42.0	0.0				
deep-amp-cnn-gramneg	strain_saureus25923	classification	1242	1249	0.9943955164131305	0.44511892148329	0.8963051251489869	0.8374164810690423	0.6293103448275862	0.9641025641025641	0.3706896551724138	0.8151912024756851	0.9260316427140705	0.98	0.6122202056866304	0.5398300076865317	100.0	1012.0	780.0	232.0	898.0	0.0				
deep-amp-cnn-grampos	strain_saureus25923	classification	1242	1249	0.9943955164131305	0.20895403815184846	0.8379828326180258	0.7360980207351555	0.8641975308641975	0.9726027397260274	0.13580246913580246	0.5860084866934182	0.7497258518001493	0.74	0.5038788105358641	0.5013117337065847	100.0	1127.0	803.0	324.0	1061.0	0.0				
deep-amp-lstm-gramneg	strain_saureus25923	classification	1242	1249	0.9943955164131305	0.4300538458180967	0.8529230769230769	0.7974683544303798	0.544891640866873	0.9166666666666666	0.4551083591331269	0.717467688829918	0.8271684172191712	0.87	0.5477707857535135	0.5044966177719729	100.0	1079.0	756.0	323.0	869.0	0.0				
deep-amp-lstm-grampos	strain_saureus25923	classification	1242	1249	0.9943955164131305	0.29210930902121834	0.803788903924222	0.7774869109947644	0.5555555555555556	0.8319327731092437	0.4444444444444444	0.685725270500357	0.8053243326127444	0.81	0.5251488968480409	0.5020230314347961	100.0	1020.0	714.0	306.0	764.0	0.0				
example-model	strain_saureus25923	classification	1249	1249	1.0	0.011370345348840644	0.5929380413057961	0.6920684292379471	0.5063938618925832	0.5186480186480187	0.4936061381074169	0.4957597815654081	0.6926369716144131	0.7	0.503111193109847	0.5038759815328079	100.0	1249.0	858.0	391.0	643.0	0.0				
hydramp-amp-classifier	strain_saureus25923	classification	1062	1249	0.8502802241793435	0.1873899945434743	0.8390022675736961	0.7392607392607392	0.8729096989966555	0.9698558322411533	0.12709030100334448	0.74816009678395	0.865161252867299	0.92	0.5766419669805978	0.5028444734884793	100.0	1062.0	763.0	299.0	1001.0	0.0				
hydramp-mic-classifier	strain_saureus25923	classification	1062	1249	0.8502802241793435	0.384489953856866	0.8446115288220551	0.8091236494597839	0.5317725752508361	0.8833551769331586	0.4682274247491639	0.751517728382507	0.8490662373825937	0.85	0.5458201131683802	0.5014280297898228	100.0	1062.0	763.0	299.0	833.0	0.0				
mbc-attention	strain_saureus25923	classification	1244	1249	0.9959967974379503	0.4703872277519513	0.8782234957020058	0.8119205298013245	0.5843621399176955	0.9563182527301092	0.4156378600823045	0.7176030251086587	0.8370486012616292	0.84	0.5283657999991215	0.5129406268129874	100.0	884.0	641.0	243.0	755.0	0.0				
mole-amp	strain_saureus25923	classification	1249	1249	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.6869495596477182	0.28	0.5	0.5	100.0	1249.0	858.0	391.0	0.0	0.0				
sensexamp-classifier	strain_saureus25923	classification	1059	1249	0.8478783026421137	0.20957380335130135	0.8446927374301676	0.7346938775510204	0.9161073825503355	0.9934296977660972	0.08389261744966443	0.6489871151522634	0.804734048992392	0.84	0.5270125060864068	0.5104370329010582	100.0	1059.0	761.0	298.0	1029.0	0.0				
sensexamp-ecoli	strain_saureus25923	classification	1059	1249	0.8478783026421137	0.362124636285281	0.8667141838916608	0.8205128205128205	0.6129032258064516	0.918429003021148	0.3870967741935484	0.7019505199994431	0.8570455424493596	0.89	0.5394892552500049	0.5205642424046107	100.0	879.0	662.0	217.0	741.0	0.0				
sensexamp-saureus	strain_saureus25923	classification	1059	1249	0.8478783026421137	0.5620505845246283	0.8656971770744226	0.9068100358422939	0.2311111111111111	0.8281505728314239	0.7688888888888888	0.8125768321513003	0.9024115297672013	0.9	0.5728409950134474	0.5302023849014119	100.0	836.0	611.0	225.0	558.0	0.0				
ampeppy	strain_saureus33591	classification	98	98	1.0	0.09747157277634666	0.6527777777777778	0.4845360824742268	0.9803921568627451	1.0	0.0196078431372549	0.6958698372966208	0.6416366298967958	0.47959183673469385	0.5145247348659509	0.5188709504971667	100.0	98.0	47.0	51.0	97.0	0.0				
amplify	strain_saureus33591	classification	98	98	1.0	0.17059357309893752	0.6619718309859155	0.49473684210526314	0.9411764705882353	1.0	0.058823529411764705	0.7073425114726742	0.6225162830390396	0.47959183673469385	0.5090354170783655	0.5056666310274778	100.0	98.0	47.0	51.0	95.0	0.0				
ampredictor	strain_saureus33591	classification	98	98	1.0	0.29404800725609676	0.7706422018348624	0.6268656716417911	0.8620689655172413	1.0	0.13793103448275862	0.6535303776683087	0.735118189788878	0.5915492957746479	0.5687494598565379	0.5453457765015554	100.0	71.0	42.0	29.0	67.0	0.0				
ampredmfa	strain_saureus33591	classification	98	98	1.0	0.0	0.6482758620689655	0.47959183673469385	1.0	1.0	0.0	0.43012098456403836	0.4265450293691334	0.47959183673469385	0.4861772116461366	0.4986802362878221	100.0	98.0	47.0	51.0	98.0	0.0				
ampscanner	strain_saureus33591	classification	95	98	0.9693877551020408	0.0	0.6428571428571429	0.47368421052631576	1.0	1.0	0.0	0.7095555555555556	0.6515041469708575	0.47368421052631576	0.542796384901648	0.5040860870006598	100.0	95.0	45.0	50.0	95.0	0.0				
apex-abaumannii	strain_saureus33591	classification	98	98	1.0	0.5494505494505495	0.7659574468085106	0.8571428571428571	0.14285714285714285	0.6923076923076923	0.8571428571428571	0.8223443223443224	0.8735584571755047	0.5531914893617021	0.7002120686331212	0.6714340935446463	100.0	47.0	26.0	21.0	21.0	0.0				
apex-ecoli	strain_saureus33591	classification	98	98	1.0	0.31987213820369415	0.5405405405405406	0.7692307692307693	0.13043478260869565	0.4166666666666667	0.8695652173913043	0.6920289855072465	0.6942312429682763	0.5106382978723404	0.5232646834477498	0.5393634840871022	100.0	47.0	24.0	23.0	13.0	0.0				
apex-kpneumoniae	strain_saureus33591	classification	98	98	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.609375	0.5819462445976027	0.42105263157894735	0.5544258373205742	0.5288944723618091	100.0	76.0	32.0	44.0	0.0	0.0				
apex-min	strain_saureus33591	classification	98	98	1.0	0.13312051063847863	0.6444444444444445	0.5087719298245614	0.7777777777777778	0.8787878787878788	0.2222222222222222	0.6734006734006734	0.6485451572838083	0.4782608695652174	0.5286195286195287	0.5127150906045378	100.0	69.0	33.0	36.0	57.0	0.0				
apex-paeruginosa	strain_saureus33591	classification	98	98	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5092307692307692	0.5279143366114114	0.5098039215686274	0.5060728744939271	0.5168148434480093	100.0	51.0	26.0	25.0	0.0	0.0				
apex-saureus	strain_saureus33591	classification	98	98	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5113031914893618	0.45978119898314856	0.4050632911392405	0.5125279955207167	0.5288944723618091	100.0	79.0	32.0	47.0	0.0	0.0				
deep-amp-cnn-gramneg	strain_saureus33591	classification	98	98	1.0	0.3329974202753066	0.7818181818181819	0.6515151515151515	0.7666666666666667	0.9772727272727273	0.23333333333333334	0.8015151515151515	0.8522073780021984	0.5945945945945946	0.6172248803827751	0.5774326176336226	100.0	74.0	44.0	30.0	66.0	0.0				
deep-amp-cnn-grampos	strain_saureus33591	classification	98	98	1.0	-0.047590002756559474	0.65	0.5	0.9512195121951219	0.9285714285714286	0.04878048780487805	0.41114982578397213	0.4572370245209658	0.5060240963855421	0.4990525093220857	0.49748743718592964	100.0	83.0	42.0	41.0	78.0	0.0				
deep-amp-lstm-gramneg	strain_saureus33591	classification	98	98	1.0	0.28312884579257913	0.7291666666666666	0.6140350877192983	0.6666666666666666	0.8974358974358975	0.3333333333333333	0.6721056721056722	0.6713452617039369	0.5416666666666666	0.5190774138142559	0.49748743718592964	100.0	72.0	39.0	33.0	57.0	0.0				
deep-amp-lstm-grampos	strain_saureus33591	classification	98	98	1.0	0.023087854826980506	0.6728971962616822	0.5373134328358209	0.8857142857142857	0.9	0.11428571428571428	0.6000000000000001	0.6832835361458524	0.5333333333333333	0.5789473684210527	0.5728643216080402	100.0	75.0	40.0	35.0	67.0	0.0				
example-model	strain_saureus33591	classification	98	98	1.0	0.1252871845934883	0.5656565656565656	0.5384615384615384	0.47058823529411764	0.5957446808510638	0.5294117647058824	0.5815602836879433	0.537447622712396	0.47959183673469385	0.48993259117756843	0.5081791938415482	100.0	98.0	47.0	51.0	52.0	0.0				
hydramp-amp-classifier	strain_saureus33591	classification	90	98	0.9183673469387755	-0.19414030260879084	0.6153846153846154	0.45977011494252873	1.0	0.9302325581395349	0.0	0.7434438396833251	0.7761957708110595	0.4777777777777778	0.6679601031276856	0.6727825172373495	100.0	90.0	43.0	47.0	87.0	0.0				
hydramp-mic-classifier	strain_saureus33591	classification	90	98	0.9183673469387755	0.2437455424136527	0.672566371681416	0.5428571428571428	0.6808510638297872	0.8837209302325582	0.3191489361702128	0.7456704601682337	0.7200960529790821	0.4777777777777778	0.6046772051355505	0.5091737758560243	100.0	90.0	43.0	47.0	70.0	0.0				
mbc-attention	strain_saureus33591	classification	98	98	1.0	0.12350606688841981	0.7037037037037037	0.5588235294117647	0.8823529411764706	0.95	0.11764705882352941	0.6955882352941176	0.7433191769725718	0.5405405405405406	0.5781733746130031	0.585427135678392	100.0	74.0	40.0	34.0	68.0	0.0				
mole-amp	strain_saureus33591	classification	98	98	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.47959183673469385	0.47959183673469385	0.5	0.5	100.0	98.0	47.0	51.0	0.0	0.0				
sensexamp-classifier	strain_saureus33591	classification	90	98	0.9183673469387755	0.0	0.6466165413533834	0.4777777777777778	1.0	1.0	0.0	0.546016823354775	0.5451789626077126	0.4777777777777778	0.5408734602463606	0.49748743718592964	100.0	90.0	43.0	47.0	90.0	0.0				
sensexamp-ecoli	strain_saureus33591	classification	90	98	0.9183673469387755	0.11522174759643795	0.6875	0.5689655172413793	0.78125	0.868421052631579	0.21875	0.6611842105263157	0.710580402499565	0.5428571428571428	0.5550554016620498	0.5371594816186194	100.0	70.0	38.0	32.0	58.0	0.0				
sensexamp-saureus	strain_saureus33591	classification	90	98	0.9183673469387755	0.575662996450425	0.7792207792207793	0.7317073170731707	0.2558139534883721	0.8333333333333334	0.7441860465116279	0.8042635658914729	0.8303424767358452	0.45569620253164556	0.7048823609411125	0.637074260189838	100.0	79.0	36.0	43.0	41.0	0.0				
ampeppy	strain_saureus43300	classification	332	332	1.0	0.0375783987043402	0.8181818181818182	0.7211538461538461	0.925531914893617	0.9453781512605042	0.07446808510638298	0.5583318433756481	0.734449033326206	0.71	0.4948337677736268	0.49959883450867787	100.0	332.0	238.0	94.0	312.0	0.0				
amplify	strain_saureus43300	classification	332	332	1.0	-0.04776477918074505	0.8122743682310469	0.7120253164556962	0.9680851063829787	0.9453781512605042	0.031914893617021274	0.5776640443411407	0.7466520003248334	0.77	0.4899874843554443	0.49748743718592964	100.0	332.0	238.0	94.0	316.0	0.0				
ampredictor	strain_saureus43300	classification	332	332	1.0	0.07175534926979416	0.8413098236775819	0.7522522522522522	0.9166666666666666	0.9542857142857143	0.08333333333333333	0.4592380952380952	0.6981282032658616	0.7	0.4791979949874687	0.49748743718592964	100.0	235.0	175.0	60.0	222.0	0.0				
ampredmfa	strain_saureus43300	classification	332	332	1.0	-0.03454311125719746	0.8330404217926186	0.716012084592145	1.0	0.9957983193277311	0.0	0.5350885034865009	0.7505997200124626	0.82	0.5230539584254754	0.502201131708965	100.0	332.0	238.0	94.0	331.0	0.0				
ampscanner	strain_saureus43300	classification	295	332	0.8885542168674698	0.006677549520462766	0.8089430894308943	0.6885813148788927	0.9782608695652174	0.9802955665024631	0.021739130434782608	0.5856714499892911	0.7470896855148724	0.83	0.515647355937737	0.5014939686573718	100.0	295.0	203.0	92.0	289.0	0.0				
apex-abaumannii	strain_saureus43300	classification	331	332	0.9969879518072289	0.13242105263157894	0.4049079754601227	0.868421052631579	0.13157894736842105	0.264	0.868421052631579	0.4905263157894737	0.8021023797316073	0.74	0.5481440443213297	0.5336683417085427	100.0	163.0	125.0	38.0	38.0	0.0				
apex-ecoli	strain_saureus43300	classification	331	332	0.9969879518072289	0.20462155437660662	0.3194444444444444	0.9583333333333334	0.024390243902439025	0.19166666666666668	0.975609756097561	0.5467479674796748	0.8259374873894954	0.74	0.5830124090714591	0.568676716917923	100.0	161.0	120.0	41.0	24.0	0.0				
apex-kpneumoniae	strain_saureus43300	classification	331	332	0.9969879518072289	0.0	0.0	0.0	0.0	0.0	1.0	0.4327845268542199	0.6776283476946401	0.67	0.48260196527123433	0.5002184837229626	100.0	252.0	184.0	68.0	0.0	0.0				
apex-min	strain_saureus43300	classification	331	332	0.9969879518072289	-0.03063129071749471	0.7247386759581882	0.7761194029850746	0.7142857142857143	0.6797385620915033	0.2857142857142857	0.5094926859632741	0.8036813619163454	0.79	0.5125067570888004	0.5007718330213158	100.0	195.0	153.0	42.0	134.0	0.0				
apex-paeruginosa	strain_saureus43300	classification	331	332	0.9969879518072289	0.0691588693201302	0.03592814371257485	1.0	0.0	0.018292682926829267	1.0	0.48823277706461277	0.7354880503084138	0.77	0.4894489111096097	0.5066797401642358	100.0	221.0	164.0	57.0	3.0	0.0				
apex-saureus	strain_saureus43300	classification	331	332	0.9969879518072289	0.06343378443267882	0.023952095808383235	1.0	0.0	0.012121212121212121	1.0	0.4866442199775533	0.6840265824166997	0.64	0.5141276310866955	0.5127150906045378	100.0	246.0	165.0	81.0	2.0	0.0				
deep-amp-cnn-gramneg	strain_saureus43300	classification	331	332	0.9969879518072289	0.12154398955996708	0.8458149779735683	0.7868852459016393	0.8253968253968254	0.9142857142857143	0.1746031746031746	0.7417989417989419	0.9087573549708265	0.94	0.635477582846004	0.550131610433118	100.0	273.0	210.0	63.0	244.0	0.0				
deep-amp-cnn-grampos	strain_saureus43300	classification	331	332	0.9969879518072289	-0.14071894046316985	0.7764227642276422	0.6870503597122302	0.9775280898876404	0.8925233644859814	0.02247191011235955	0.4593090412685078	0.7007771198963992	0.69	0.5065409507176531	0.50218381627765	100.0	303.0	214.0	89.0	278.0	0.0				
deep-amp-lstm-gramneg	strain_saureus43300	classification	331	332	0.9969879518072289	0.3575544242244776	0.831353919239905	0.7954545454545454	0.5421686746987951	0.8706467661691543	0.4578313253012048	0.6550380626985554	0.8160328766590512	0.79	0.5574757789997382	0.5274881872046802	100.0	284.0	201.0	83.0	220.0	0.0				
deep-amp-lstm-grampos	strain_saureus43300	classification	331	332	0.9969879518072289	0.013631956535930122	0.7767441860465116	0.73568281938326	0.8108108108108109	0.8226600985221675	0.1891891891891892	0.5296232192783917	0.7599004489362071	0.75	0.5050066919395413	0.5148154565933114	100.0	277.0	203.0	74.0	227.0	0.0				
