variant	model	model_type	task	evaluation_set	n_train	overlap_n	overlap_pct	mcc	f1	precision	fpr	tpr	tnr	auroc	auprc	precision_at_k	pauroc_01	pauroc_001	precision_at_k_k	n_samples	n_positive	n_negative	n_predicted_positive	errors	r2_log2	msl2e	rmsl2e	spearman
ampscanner	ampscanner	classifier	strain_saureus33591	battleamp	2132.0	5	5.1	0.0	0.6428571428571429	0.47368421052631576	1.0	1.0	0.0	0.7095555555555556	0.6515041469708575	0.47368421052631576	0.542796384901648	0.5040860870006598	100.0	95.0	45.0	50.0	95.0	0.0				
ampscanner	ampscanner	classifier	strain_saureus33591	minustrain	2132.0	5	5.1	0.0	0.6466165413533834	0.4777777777777778	1.0	1.0	0.0	0.7266204849084612	0.6732688313179325	0.4777777777777778	0.5484700122399021	0.5046277901133575	100.0	90.0	43.0	47.0	90.0	0.0				
ampredmfa	ampredmfa	classifier	strain_saureus33591	battleamp	11320.0	13	13.27	0.0	0.6482758620689655	0.47959183673469385	1.0	1.0	0.0	0.43012098456403836	0.4265450293691334	0.47959183673469385	0.4861772116461366	0.4986802362878221	100.0	98.0	47.0	51.0	98.0	0.0				
ampredmfa	ampredmfa	classifier	strain_saureus33591	minustrain	11320.0	13	13.27	0.0	0.6507936507936508	0.4823529411764706	1.0	1.0	0.0	0.3777716186252772	0.40845125297978796	0.4823529411764706	0.4842747111681643	0.49849859051354334	100.0	85.0	41.0	44.0	85.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	strain_saureus33591	battleamp	11131.0	14	14.29	-0.19414030260879084	0.6153846153846154	0.45977011494252873	1.0	0.9302325581395349	0.0	0.7434438396833251	0.7761957708110595	0.4777777777777778	0.6679601031276856	0.6727825172373495	100.0	90.0	43.0	47.0	87.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	strain_saureus33591	minustrain	11131.0	14	14.29	-0.2027212135198458	0.6306306306306306	0.4794520547945205	1.0	0.9210526315789473	0.0	0.7624653739612188	0.8054210412831435	0.5	0.6697769354133256	0.6693996297275853	100.0	76.0	38.0	38.0	73.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	strain_saureus33591	battleamp	3444.0	33	33.67	0.2437455424136527	0.672566371681416	0.5428571428571428	0.6808510638297872	0.8837209302325582	0.3191489361702128	0.7456704601682337	0.7200960529790821	0.4777777777777778	0.6046772051355505	0.5091737758560243	100.0	90.0	43.0	47.0	70.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	strain_saureus33591	minustrain	3444.0	33	33.67	0.10676555331514855	0.6216216216216216	0.4791666666666667	0.8064516129032258	0.8846153846153846	0.1935483870967742	0.7456575682382134	0.72738689813289	0.45614035087719296	0.6251795742457882	0.5168148434480093	100.0	57.0	26.0	31.0	48.0	0.0				
apex-min	apex	regressor	strain_saureus33591	battleamp	1388.0	2	2.04	0.13312051063847863	0.6444444444444445	0.5087719298245614	0.7777777777777778	0.8787878787878788	0.2222222222222222	0.6734006734006734	0.6485451572838083	0.4782608695652174	0.5286195286195287	0.5127150906045378	100.0	69.0	33.0	36.0	57.0	0.0				
apex-min	apex	regressor	strain_saureus33591	minustrain	1388.0	2	2.04	0.14874472510979306	0.6590909090909091	0.5272727272727272	0.7647058823529411	0.8787878787878788	0.23529411764705882	0.7085561497326203	0.7304246327690103	0.4925373134328358	0.5984613941270288	0.527942744023146	100.0	67.0	33.0	34.0	55.0	0.0				
apex-ecoli	apex	regressor	strain_saureus33591	battleamp	1388.0	2	2.04	0.31987213820369415	0.5405405405405406	0.7692307692307693	0.13043478260869565	0.4166666666666667	0.8695652173913043	0.6920289855072465	0.6942312429682763	0.5106382978723404	0.5232646834477498	0.5393634840871022	100.0	47.0	24.0	23.0	13.0	0.0				
apex-ecoli	apex	regressor	strain_saureus33591	minustrain	1388.0	2	2.04	0.37057951116309706	0.5555555555555556	0.8333333333333334	0.09090909090909091	0.4166666666666667	0.9090909090909091	0.7196969696969697	0.7422218859603434	0.5217391304347826	0.5574162679425837	0.5393634840871022	100.0	46.0	24.0	22.0	12.0	0.0				
apex-saureus	apex	regressor	strain_saureus33591	battleamp	1388.0	2	2.04	0.0	0.0	0.0	0.0	0.0	1.0	0.5113031914893618	0.45978119898314856	0.4050632911392405	0.5125279955207167	0.5288944723618091	100.0	79.0	32.0	47.0	0.0	0.0				
apex-saureus	apex	regressor	strain_saureus33591	minustrain	1388.0	2	2.04	0.0	0.0	0.0	0.0	0.0	1.0	0.5229166666666667	0.47835447601905234	0.4155844155844156	0.5138888888888888	0.5288944723618091	100.0	77.0	32.0	45.0	0.0	0.0				
apex-kpneumoniae	apex	regressor	strain_saureus33591	battleamp	1388.0	2	2.04	0.0	0.0	0.0	0.0	0.0	1.0	0.609375	0.5819462445976027	0.42105263157894735	0.5544258373205742	0.5288944723618091	100.0	76.0	32.0	44.0	0.0	0.0				
apex-kpneumoniae	apex	regressor	strain_saureus33591	minustrain	1388.0	2	2.04	0.0	0.0	0.0	0.0	0.0	1.0	0.6097383720930233	0.5852417238938018	0.4266666666666667	0.5528610771113831	0.5288944723618091	100.0	75.0	32.0	43.0	0.0	0.0				
apex-abaumannii	apex	regressor	strain_saureus33591	battleamp	1388.0	2	2.04	0.5494505494505495	0.7659574468085106	0.8571428571428571	0.14285714285714285	0.6923076923076923	0.8571428571428571	0.8223443223443224	0.8735584571755047	0.5531914893617021	0.7002120686331212	0.6714340935446463	100.0	47.0	26.0	21.0	21.0	0.0				
apex-abaumannii	apex	regressor	strain_saureus33591	minustrain	1388.0	2	2.04	0.5494505494505495	0.7659574468085106	0.8571428571428571	0.14285714285714285	0.6923076923076923	0.8571428571428571	0.8223443223443224	0.8735584571755047	0.5531914893617021	0.7002120686331212	0.6714340935446463	100.0	47.0	26.0	21.0	21.0	0.0				
apex-paeruginosa	apex	regressor	strain_saureus33591	battleamp	1388.0	2	2.04	0.0	0.0	0.0	0.0	0.0	1.0	0.5092307692307692	0.5279143366114114	0.5098039215686274	0.5060728744939271	0.5168148434480093	100.0	51.0	26.0	25.0	0.0	0.0				
apex-paeruginosa	apex	regressor	strain_saureus33591	minustrain	1388.0	2	2.04	0.0	0.0	0.0	0.0	0.0	1.0	0.5092307692307692	0.5279143366114114	0.5098039215686274	0.5060728744939271	0.5168148434480093	100.0	51.0	26.0	25.0	0.0	0.0				
mbc-attention	mbc-attention	regressor	strain_saureus33591	battleamp	3929.0	17	17.35	0.12350606688841981	0.7037037037037037	0.5588235294117647	0.8823529411764706	0.95	0.11764705882352941	0.6955882352941176	0.7433191769725718	0.5405405405405406	0.5781733746130031	0.585427135678392	100.0	74.0	40.0	34.0	68.0	0.0				
mbc-attention	mbc-attention	regressor	strain_saureus33591	minustrain	3929.0	17	17.35	0.10469586980761725	0.6588235294117647	0.509090909090909	0.8709677419354839	0.9333333333333333	0.12903225806451613	0.6645161290322581	0.5996624933820246	0.4918032786885246	0.48670062252405205	0.49748743718592964	100.0	61.0	30.0	31.0	55.0	0.0				
sensexamp-classifier	sensexamp	classifier	strain_saureus33591	battleamp	20587.0	42	42.86	0.0	0.6466165413533834	0.4777777777777778	1.0	1.0	0.0	0.546016823354775	0.5451789626077126	0.4777777777777778	0.5408734602463606	0.49748743718592964	100.0	90.0	43.0	47.0	90.0	0.0				
sensexamp-classifier	sensexamp	classifier	strain_saureus33591	minustrain	20587.0	42	42.86	0.0	0.7435897435897436	0.5918367346938775	1.0	1.0	0.0	0.503448275862069	0.6738660858292251	0.5918367346938775	0.5553539019963702	0.5494714954080748	100.0	49.0	29.0	20.0	49.0	0.0				
sensexamp-ecoli	sensexamp	regressor	strain_saureus33591	battleamp	20587.0	42	42.86	0.11522174759643795	0.6875	0.5689655172413793	0.78125	0.868421052631579	0.21875	0.6611842105263157	0.710580402499565	0.5428571428571428	0.5550554016620498	0.5371594816186194	100.0	70.0	38.0	32.0	58.0	0.0				
sensexamp-ecoli	sensexamp	regressor	strain_saureus33591	minustrain	20587.0	42	42.86	-0.1270876095620721	0.711864406779661	0.6176470588235294	0.9285714285714286	0.84	0.07142857142857142	0.5771428571428571	0.7368218676324748	0.6410256410256411	0.5398496240601504	0.5376884422110553	100.0	39.0	25.0	14.0	34.0	0.0				
sensexamp-saureus	sensexamp	regressor	strain_saureus33591	battleamp	20587.0	42	42.86	0.575662996450425	0.7792207792207793	0.7317073170731707	0.2558139534883721	0.8333333333333334	0.7441860465116279	0.8042635658914729	0.8303424767358452	0.45569620253164556	0.7048823609411125	0.637074260189838	100.0	79.0	36.0	43.0	41.0	0.0				
sensexamp-saureus	sensexamp	regressor	strain_saureus33591	minustrain	20587.0	42	42.86	0.20775007961358383	0.7142857142857143	0.6451612903225806	0.6111111111111112	0.8	0.3888888888888889	0.6755555555555556	0.8014125703978963	0.5813953488372093	0.6608187134502924	0.6582914572864321	100.0	43.0	25.0	18.0	31.0	0.0				
ampredictor	ampredictor	regressor	strain_saureus33591	battleamp	2952.0	30	30.61	0.29404800725609676	0.7706422018348624	0.6268656716417911	0.8620689655172413	1.0	0.13793103448275862	0.6535303776683087	0.735118189788878	0.5915492957746479	0.5687494598565379	0.5453457765015554	100.0	71.0	42.0	29.0	67.0	0.0				
ampredictor	ampredictor	regressor	strain_saureus33591	minustrain	2952.0	30	30.61	0.0	0.7906976744186046	0.6538461538461539	1.0	1.0	0.0	0.5751633986928104	0.7460283044854915	0.6538461538461539	0.5545235638114895	0.5418267809636418	100.0	52.0	34.0	18.0	52.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	strain_saureus33591	battleamp	12593.0	50	51.02	0.28312884579257913	0.7291666666666666	0.6140350877192983	0.6666666666666666	0.8974358974358975	0.3333333333333333	0.6721056721056722	0.6713452617039369	0.5416666666666666	0.5190774138142559	0.49748743718592964	100.0	72.0	39.0	33.0	57.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	strain_saureus33591	minustrain	12593.0	50	51.02	0.11032637688688311	0.7407407407407407	0.6451612903225806	0.7857142857142857	0.8695652173913043	0.21428571428571427	0.6273291925465838	0.7467904020073909	0.6216216216216216	0.5488721804511278	0.5630325540747214	100.0	37.0	23.0	14.0	31.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	strain_saureus33591	battleamp	12593.0	50	51.02	0.023087854826980506	0.6728971962616822	0.5373134328358209	0.8857142857142857	0.9	0.11428571428571428	0.6000000000000001	0.6832835361458524	0.5333333333333333	0.5789473684210527	0.5728643216080402	100.0	75.0	40.0	35.0	67.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	strain_saureus33591	minustrain	12593.0	50	51.02	0.0	0.7457627118644068	0.5945945945945946	1.0	1.0	0.0	0.5969696969696969	0.7419315562847093	0.5945945945945946	0.6092503987240829	0.6116948378254911	100.0	37.0	22.0	15.0	37.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	strain_saureus33591	battleamp	12593.0	50	51.02	0.3329974202753066	0.7818181818181819	0.6515151515151515	0.7666666666666667	0.9772727272727273	0.23333333333333334	0.8015151515151515	0.8522073780021984	0.5945945945945946	0.6172248803827751	0.5774326176336226	100.0	74.0	44.0	30.0	66.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	strain_saureus33591	minustrain	12593.0	50	51.02	0.1754757045775456	0.78125	0.6578947368421053	0.8666666666666667	0.9615384615384616	0.13333333333333333	0.7282051282051282	0.8228534864310268	0.6341463414634146	0.581646423751687	0.5941244684963278	100.0	41.0	26.0	15.0	38.0	0.0				
deep-amp-cnn-grampos	deep-amp	regressor	strain_saureus33591	battleamp	12593.0	50	51.02	-0.047590002756559474	0.65	0.5	0.9512195121951219	0.9285714285714286	0.04878048780487805	0.41114982578397213	0.4572370245209658	0.5060240963855421	0.4990525093220857	0.49748743718592964	100.0	83.0	42.0	41.0	78.0	0.0				
deep-amp-cnn-grampos	deep-amp	regressor	strain_saureus33591	minustrain	12593.0	50	51.02	-0.12887354890896585	0.7142857142857143	0.5681818181818182	1.0	0.9615384615384616	0.0	0.3805668016194332	0.5268201352938119	0.5777777777777777	0.4939271255060729	0.5168148434480093	100.0	45.0	26.0	19.0	44.0	0.0				
example-model	example-model	classifier	species_ecoli	battleamp		0	0.0	-0.010782473992538642	0.5839981764303624	0.711271515824542	0.5073170731707317	0.4953596287703016	0.4926829268292683	0.4919940391979326	0.7177953164216514	0.76	0.5033293720408202	0.5001705990954907	100.0	3611.0	2586.0	1025.0	1801.0	0.0				
example-model	example-model	classifier	species_ecoli	minustrain		0	0.0	-0.010782473992538642	0.5839981764303624	0.711271515824542	0.5073170731707317	0.4953596287703016	0.4926829268292683	0.4919940391979326	0.7177953164216514	0.76	0.5033293720408202	0.5001705990954907	100.0	3611.0	2586.0	1025.0	1801.0	0.0				
example-model	example-model	classifier	species_ecoli	holdout		0	0.0	0.025800209229253173	0.5885558583106267	0.7012987012987013	0.4791666666666667	0.5070422535211268	0.5208333333333334	0.5334751564945227	0.7306157773266727	0.74	0.5235153611728852	0.49748743718592964	100.0	309.0	213.0	96.0	154.0	0.0				
ampeppy	ampeppy	classifier	species_ecoli	battleamp	6536.0	249	6.9	0.22121291047476266	0.8360348063470397	0.7480916030534351	0.8048780487804879	0.9474091260634184	0.1951219512195122	0.6352690849414295	0.7789861069071395	0.78	0.504277500950611	0.505142357705567	100.0	3611.0	2586.0	1025.0	3275.0	0.0				
ampeppy	ampeppy	classifier	species_ecoli	minustrain	6536.0	249	6.9	0.23102768381948335	0.835205302890812	0.7480211081794196	0.7933541017653167	0.9453939141308879	0.2066458982346833	0.6446381908003378	0.7785280392284143	0.68	0.5052098493973152	0.5015495408188265	100.0	3362.0	2399.0	963.0	3032.0	0.0				
ampeppy	ampeppy	classifier	species_ecoli	holdout	6536.0	249	6.9	0.20660337608900528	0.8230616302186878	0.7137931034482758	0.8645833333333334	0.971830985915493	0.13541666666666666	0.5701535602503912	0.7359240934110112	0.72	0.5123857178156659	0.5069242928256305	100.0	309.0	213.0	96.0	290.0	0.0				
amplify	amplify	classifier	species_ecoli	battleamp	6676.0	292	8.09	0.24061224645012164	0.8430252100840336	0.7455410225921522	0.8351219512195122	0.9698375870069605	0.1648780487804878	0.654573783788882	0.7907497102656967	0.78	0.5128317582479769	0.5015509848868965	100.0	3611.0	2586.0	1025.0	3364.0	0.0				
amplify	amplify	classifier	species_ecoli	minustrain	6676.0	292	8.09	0.25289889892600154	0.8455761128411797	0.7510575984380085	0.819935691318328	0.9673093042749371	0.18006430868167203	0.6717669794055894	0.8025394747311665	0.81	0.5171178090770464	0.5007475720249429	100.0	3319.0	2386.0	933.0	3073.0	0.0				
amplify	amplify	classifier	species_ecoli	holdout	6676.0	292	8.09	0.19082128601215748	0.8235294117647058	0.7070707070707071	0.90625	0.9859154929577465	0.09375	0.570813771517997	0.7351014757113689	0.74	0.5098478296680669	0.5045650789157052	100.0	309.0	213.0	96.0	297.0	0.0				
ampscanner	ampscanner	classifier	species_ecoli	battleamp	2132.0	120	3.32	0.22358970208645143	0.8388285135384048	0.7419354838709677	0.8372093023255814	0.9648305084745763	0.16279069767441862	0.6735706991077508	0.8044616640084691	0.82	0.5222917595896521	0.5021283589557959	100.0	3306.0	2360.0	946.0	3069.0	0.0				
ampscanner	ampscanner	classifier	species_ecoli	minustrain	2132.0	120	3.32	0.22640675048943418	0.8379310344827586	0.7411047102677059	0.8331515812431843	0.9638607315998237	0.1668484187568157	0.6774219206958518	0.8051510276620971	0.75	0.5227213916672697	0.5021693791039101	100.0	3186.0	2269.0	917.0	2951.0	0.0				
ampscanner	ampscanner	classifier	species_ecoli	holdout	2132.0	120	3.32	0.11829887926541885	0.8252032520325203	0.725	0.8953488372093024	0.9575471698113207	0.10465116279069768	0.6101908731899955	0.7682814753145879	0.76	0.5104071499503475	0.5009936474826965	100.0	298.0	212.0	86.0	280.0	0.0				
ampredmfa	ampredmfa	classifier	species_ecoli	battleamp	11320.0	448	12.41	0.08084689052822758	0.8357628765792031	0.7190635451505016	0.9834146341463414	0.9976798143851509	0.016585365853658537	0.5604253673627224	0.7497410647265121	0.88	0.5083485058965646	0.5007970935278127	100.0	3611.0	2586.0	1025.0	3588.0	0.0				
ampredmfa	ampredmfa	classifier	species_ecoli	minustrain	11320.0	448	12.41	0.08742184159893572	0.8278688524590164	0.7074180197389367	0.9818376068376068	0.9977548271216884	0.018162393162393164	0.5588911724407908	0.7346703776990564	0.89	0.5049937371493395	0.5004767889740576	100.0	3163.0	2227.0	936.0	3141.0	0.0				
ampredmfa	ampredmfa	classifier	species_ecoli	holdout	11320.0	448	12.41	0.0	0.8160919540229885	0.6893203883495146	1.0	1.0	0.0	0.5043280516431925	0.6934346793648904	0.66	0.5001010849787721	0.5000096513296315	100.0	309.0	213.0	96.0	309.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	species_ecoli	battleamp	11131.0	388	10.74	0.24106605776522827	0.8365482233502538	0.7458363504706734	0.7986348122866894	0.9523809523809523	0.20136518771331058	0.6986357064225781	0.8260893765613685	0.88	0.5443950787314332	0.5026236644182149	100.0	3042.0	2163.0	879.0	2762.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	species_ecoli	minustrain	11131.0	388	10.74	0.256354037209613	0.8356807511737089	0.7478991596638656	0.7751937984496124	0.9468085106382979	0.2248062015503876	0.7196619522788499	0.8426677814973602	0.93	0.5575032335911525	0.51101631040831	100.0	2654.0	1880.0	774.0	2380.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	species_ecoli	holdout	11131.0	388	10.74	0.2379342777692053	0.8210023866348448	0.7049180327868853	0.8674698795180723	0.9828571428571429	0.13253012048192772	0.6461617900172116	0.7557987644291263	0.76	0.5191194854606396	0.49748743718592964	100.0	258.0	175.0	83.0	244.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	species_ecoli	battleamp	3444.0	982	27.19	0.6181190005949234	0.888631090487239	0.8919422449930136	0.26393629124004553	0.8853444290337494	0.7360637087599545	0.8688578781524207	0.924246455910811	0.94	0.6505354309927375	0.5146920085234541	100.0	3042.0	2163.0	879.0	2147.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	species_ecoli	minustrain	3444.0	982	27.19	0.463011220851979	0.8581794195250659	0.8610191925876902	0.38961038961038963	0.8553583168967784	0.6103896103896104	0.7904208123988344	0.8881535102295345	0.92	0.5750102028297517	0.5019062333657286	100.0	2060.0	1521.0	539.0	1511.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	species_ecoli	holdout	3444.0	982	27.19	0.3274971149837942	0.8226221079691517	0.7476635514018691	0.6506024096385542	0.9142857142857143	0.3493975903614458	0.7025129087779691	0.7932863319470168	0.82	0.5217320409457379	0.49748743718592964	100.0	258.0	175.0	83.0	214.0	0.0				
apex-min	apex	regressor	species_ecoli	battleamp	1388.0	26	0.72	0.36587435347510733	0.7941463414634147	0.8580463808854533	0.33949579831932775	0.7391041162227603	0.6605042016806723	0.7410503184324577	0.8764307118905194	0.95	0.578779772390669	0.5142099084757827	100.0	2247.0	1652.0	595.0	1423.0	0.0				
apex-min	apex	regressor	species_ecoli	minustrain	1388.0	26	0.72	0.3660330032825062	0.7927631578947368	0.8576512455516014	0.3372681281618887	0.7370030581039755	0.6627318718381113	0.7409254761204882	0.8751388683594741	0.94	0.5770620759550842	0.5133689394728023	100.0	2228.0	1635.0	593.0	1405.0	0.0				
apex-min	apex	regressor	species_ecoli	holdout	1388.0	26	0.72	0.20339428594797762	0.821656050955414	0.75	0.7543859649122807	0.9084507042253521	0.24561403508771928	0.6051396095873487	0.7974017376496735	0.75	0.558932542624166	0.5470309292943591	100.0	199.0	142.0	57.0	172.0	0.0				
